EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
1719,Research & Development,Research Director,45,16704,0.0103,LOW,100,3,3,"Adobe Photoshop, Graphics software, Reading Comprehension",3,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"DistanceFromHome, YearsSinceLastPromotion, StockOptionLevel"
1720,Research & Development,Research Scientist,32,3433,0.2763,LOW,84,3,2,"Ada, Advanced numerical software, Amazon DynamoDB, Mathematics",4,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"NumCompaniesWorked, TotalSatisfactionScore, BusinessTravel_Travel_Frequently"
1721,Research & Development,Laboratory Technician,31,3477,0.0335,LOW,100,3,4,"Critical Thinking, Reading Comprehension, Writing",3,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"JobRole_Laboratory Technician, WorkLifeBalance, Age"
1722,Human Resources,Human Resources,41,6430,0.0378,LOW,100,3,3,"Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Critical Thinking",4,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"NumCompaniesWorked, JobInvolvement, Department_Research & Development"
1724,Research & Development,Manufacturing Director,40,6516,0.4885,MEDIUM,94,3,3,"Adobe Acrobat, Adobe InDesign, Reading Comprehension",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, YearsWithCurrManager, TotalSatisfactionScore"
1725,Research & Development,Laboratory Technician,24,3907,0.0657,LOW,90,3,4,"Linux, Microsoft Access, Reading Comprehension",3,Recommended: Advanced Certification in Linux (Addresses critical gap: Linux),"JobRole_Laboratory Technician, TotalSatisfactionScore, DistanceFromHome"
1727,Research & Development,Healthcare Representative,46,5562,0.0706,LOW,100,3,3,"Critical Thinking, Reading Comprehension",2,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"NumCompaniesWorked, DistanceFromHome, StockOptionLevel"
1728,Research & Development,Manufacturing Director,35,6883,0.0348,LOW,100,3,3,"Adobe Acrobat, Adobe Photoshop, Monitoring, Reading Comprehension",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"DistanceFromHome, JobRole_Research Scientist, BusinessTravel_Non-Travel"
1729,Research & Development,Research Scientist,30,2862,0.0302,LOW,100,3,2,Ada,1,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"DistanceFromHome, ExperienceRatio, Age"
1731,Sales,Sales Executive,47,4978,0.1003,LOW,89,3,1,"Airtable, Critical Thinking, Reading Comprehension",3,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"YearsWithCurrManager, NumCompaniesWorked, JobRole_Sales Executive"
1732,Sales,Sales Executive,46,10368,0.0736,LOW,100,3,2,"Act!, Monitoring",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, JobRole_Sales Executive, NumCompaniesWorked"
1733,Sales,Sales Executive,36,6134,0.3702,MEDIUM,76,3,3,"Act!, Active Listening, Adobe Creative Cloud software, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, TotalSatisfactionScore, NumCompaniesWorked"
1734,Sales,Sales Executive,32,6735,0.9448,HIGH,69,3,3,"Adobe Acrobat, Adobe ActionScript, Adobe Creative Cloud software, Airtable, Critical Thinking",5,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"JobInvolvement, TotalSatisfactionScore, EnvironmentSatisfaction"
1735,Research & Development,Laboratory Technician,23,3295,0.157,LOW,91,3,1,"Linux, Monitoring, Science, Writing",4,Recommended: Advanced Certification in Linux (Addresses critical gap: Linux),"WorkLifeBalance, StockOptionLevel, TotalSatisfactionScore"
1736,Research & Development,Manufacturing Director,31,5238,0.0353,LOW,100,4,2,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"DistanceFromHome, BusinessTravel_Travel_Frequently, StockOptionLevel"
1737,Research & Development,Laboratory Technician,39,6472,0.0234,LOW,100,3,3,Database software,1,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"OverTime_No, YearsSinceLastPromotion, DailyRate"
1739,Sales,Sales Executive,32,9610,0.3974,MEDIUM,100,3,1,"Act!, Adobe Acrobat, Adobe Creative Cloud software, Speaking",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"JobInvolvement, WorkLifeBalance, JobRole_Sales Executive"
1740,Sales,Manager,40,19833,0.0638,LOW,82,3,2,"Adobe Acrobat, Reading Comprehension",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"TotalSatisfactionScore, StockOptionLevel, YearsSinceLastPromotion"
1744,Human Resources,Human Resources,45,9756,0.0249,LOW,100,4,4,"Active Listening, Adobe Creative Cloud software",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"JobInvolvement, WorkLifeBalance, NumCompaniesWorked"
1745,Research & Development,Research Scientist,30,4968,0.0536,LOW,100,3,3,"3D graphics software, Ada",2,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, BusinessTravel_Travel_Frequently, Age"
1746,Human Resources,Human Resources,24,2145,0.263,LOW,100,3,3,"Active Listening, Adobe Illustrator, Reading Comprehension, Speaking, Writing",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, MonthlyIncome, Age"
1747,Human Resources,Human Resources,30,2180,0.8533,HIGH,100,3,2,"Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"BusinessTravel_Travel_Frequently, NumCompaniesWorked, Age"
1749,Sales,Sales Executive,31,8346,0.1083,LOW,100,3,3,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"EducationField_Technical Degree, EnvironmentSatisfaction, JobRole_Sales Executive"
1751,Research & Development,Research Scientist,27,3445,0.0598,LOW,100,3,2,"3D graphics software, Active Learning, Algorithmic software, Reading Comprehension",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, PercentSalaryHike, Age"
1752,Sales,Sales Representative,29,2760,0.9363,HIGH,77,3,3,"3M Post-it App, ACT! Premium, Adobe Acrobat, Adobe Illustrator, Speaking, Writing",6,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"JobInvolvement, TotalWorkingYears, StockOptionLevel"
1753,Research & Development,Healthcare Representative,29,6294,0.5708,MEDIUM,100,3,4,"Active Listening, Alteer Office, American Medical Association CodeManager",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, NumCompaniesWorked, BusinessTravel_Travel_Frequently"
1754,Sales,Sales Executive,30,7140,0.1939,LOW,90,3,3,"Active Listening, Airtable, Critical Thinking",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, PercentSalaryHike, DistanceFromHome"
1755,Research & Development,Research Scientist,34,2932,0.0114,LOW,100,3,3,"Active Learning, Active Listening, Advanced numerical software, Amazon DynamoDB",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, HourlyRate, JobLevel"
1756,Sales,Sales Executive,33,5147,0.0445,LOW,100,3,2,"Act!, Active Listening, Adobe Acrobat, Apple Keynote",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, StockOptionLevel, JobRole_Sales Executive"
1757,Sales,Sales Executive,49,4507,0.0791,LOW,100,3,4,"Act!, Adobe Creative Cloud software, Airtable, Speaking",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"StockOptionLevel, DistanceFromHome, JobRole_Sales Executive"
1758,Sales,Sales Executive,33,8564,0.9503,HIGH,49,4,2,"Act!, Adobe ActionScript, Apple Keynote, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"TotalSatisfactionScore, OverTime_No, EnvironmentSatisfaction"
1760,Research & Development,Laboratory Technician,38,2468,0.1067,LOW,100,3,2,"C++, Database software",2,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"BusinessTravel_Travel_Frequently, TotalSatisfactionScore, MonthlyIncome"
1761,Sales,Sales Executive,31,8161,0.8573,HIGH,81,3,3,"Act!, Active Listening, Adobe Acrobat",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"YearsWithCurrManager, TotalSatisfactionScore, EnvironmentSatisfaction"
1762,Research & Development,Research Scientist,29,2109,0.2218,LOW,100,3,3,"Active Learning, Active Listening, Advanced numerical software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Mathematics, Reading Comprehension",7,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"MonthlyIncome, YearsWithCurrManager, EducationField_Technical Degree"
1763,Research & Development,Healthcare Representative,30,5294,0.0569,LOW,100,3,3,3DGrid HIPAA Checkup,1,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"DailyRate, DistanceFromHome, ExperienceRatio"
1764,Research & Development,Research Scientist,32,2718,0.0689,LOW,98,3,3,"Amazon DynamoDB, Mathematics, Reading Comprehension",3,Recommended: Advanced Certification in Amazon DynamoDB (Addresses critical gap: Amazon DynamoDB),"StockOptionLevel, TotalSatisfactionScore, EducationField_Technical Degree"
1766,Research & Development,Healthcare Representative,38,5811,0.1151,LOW,100,3,3,"Active Listening, Allscripts healthcare automation software, Alteer Office, American Medical Association CodeManager, Reading Comprehension, Speaking",6,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, YearsWithCurrManager, JobInvolvement"
1767,Research & Development,Research Scientist,43,2437,0.9346,HIGH,100,3,3,"3D graphics software, Active Learning, Advanced numerical software, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking, Reading Comprehension",7,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"MonthlyIncome, OverTime_No, YearsWithCurrManager"
1768,Research & Development,Laboratory Technician,42,2766,0.2791,LOW,80,4,2,"Database software, Email software, Monitoring, Reading Comprehension, Science",5,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"TotalSatisfactionScore, NumCompaniesWorked, DistanceFromHome"
1770,Research & Development,Research Director,55,19038,0.0224,LOW,92,3,3,"Clinical trial management software, Critical Thinking, Graphics software",3,Recommended: Advanced Certification in Clinical trial management software (Addresses critical gap: Clinical trial management software),"NumCompaniesWorked, YearsWithCurrManager, TotalSatisfactionScore"
1771,Research & Development,Research Scientist,33,3055,0.0389,LOW,100,3,2,3D graphics software,1,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"NumCompaniesWorked, EducationField_Technical Degree, DailyRate"
1772,Research & Development,Laboratory Technician,41,2289,0.0713,LOW,90,4,3,"C++, Microsoft Access, Science",3,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, TotalSatisfactionScore, JobRole_Laboratory Technician"
1774,Sales,Sales Executive,34,4001,0.0167,LOW,100,3,3,"Adobe ActionScript, Critical Thinking, Reading Comprehension",3,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, JobRole_Sales Executive, JobRole_Research Scientist"
1775,Research & Development,Manufacturing Director,53,12965,0.1023,LOW,95,4,2,"Active Listening, Monitoring",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, IncomePerYearAtCompany, EnvironmentSatisfaction"
1778,Human Resources,Human Resources,43,3539,0.029,LOW,100,3,3,"Adobe Dreamweaver, Reading Comprehension, Speaking",3,Recommended: Advanced Certification in Adobe Dreamweaver (Addresses critical gap: Adobe Dreamweaver),"DailyRate, StockOptionLevel, Department_Research & Development"
1779,Sales,Sales Executive,34,6029,0.1455,LOW,100,3,3,"Airtable, Apple Keynote, Speaking",3,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"JobInvolvement, NumCompaniesWorked, StockOptionLevel"
1780,Sales,Sales Representative,21,2679,0.8437,HIGH,83,3,3,"ACT! Premium, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Critical Thinking, Reading Comprehension, Writing",7,Recommended: Advanced Certification in ACT! Premium (Addresses critical gap: ACT! Premium),"YearsWithCurrManager, TotalWorkingYears, Age"
1782,Research & Development,Laboratory Technician,38,3702,0.022,LOW,100,3,3,"C++, Critical Thinking, Email software, Linux, Monitoring, Science",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"PercentSalaryHike, JobRole_Laboratory Technician, IncomePerYearAtCompany"
1783,Research & Development,Laboratory Technician,22,2398,0.9512,HIGH,79,3,3,"C++, Critical Thinking, Laboratory information management system LIMS, Linux, Monitoring, Reading Comprehension, Writing",7,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
1784,Sales,Sales Executive,31,5468,0.0695,LOW,100,3,3,Airtable,1,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"DistanceFromHome, EnvironmentSatisfaction, TotalSatisfactionScore"
1786,Research & Development,Manager,51,13116,0.0118,LOW,100,3,3,"Act!, Adobe Photoshop, Critical Thinking, Reading Comprehension, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"EnvironmentSatisfaction, StockOptionLevel, PercentSalaryHike"
1787,Sales,Sales Executive,37,4189,0.1196,LOW,100,3,3,"Act!, Adobe ActionScript, Reading Comprehension",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"TotalSatisfactionScore, DistanceFromHome, RelationshipSatisfaction"
1789,Research & Development,Research Director,46,19328,0.0364,LOW,100,3,3,"Adobe Photoshop, Critical Thinking, ESRI ArcGIS software",3,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"OverTime_No, NumCompaniesWorked, DailyRate"
1790,Research & Development,Healthcare Representative,36,8321,0.0884,LOW,100,3,3,Speaking,1,Recommended: Advanced Executive Presentation and Persuasive Speaking (Addresses critical gap: Speaking),"NumCompaniesWorked, OverTime_No, JobRole_Research Scientist"
1792,Research & Development,Research Scientist,44,2342,0.8944,HIGH,81,3,2,"Ada, Algorithmic software, Critical Thinking",3,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"OverTime_No, MonthlyIncome, BusinessTravel_Travel_Frequently"
1794,Human Resources,Human Resources,37,4071,0.0548,LOW,99,3,2,"Active Listening, Speaking",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"StockOptionLevel, PromotionLagRatio, Department_Research & Development"
1797,Sales,Sales Executive,35,5813,0.8132,HIGH,100,3,3,"Apple Keynote, Critical Thinking, Monitoring, Reading Comprehension",4,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"OverTime_No, DistanceFromHome, YearsSinceLastPromotion"
1798,Research & Development,Research Scientist,33,3143,0.1134,LOW,100,3,3,"Active Listening, Algorithmic software",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, YearsSinceLastPromotion, JobSatisfaction"
1799,Research & Development,Research Scientist,28,2044,0.0114,LOW,100,3,4,"3D graphics software, Active Listening, Algorithmic software, Critical Thinking",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"MonthlyIncome, PercentSalaryHike, Age"
1800,Research & Development,Research Director,39,13464,0.0188,LOW,100,4,3,"Active Listening, Clinical trial management software, ESRI ArcGIS software, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, StockOptionLevel, DistanceFromHome"
1801,Sales,Sales Executive,46,7991,0.1754,LOW,93,3,3,"Active Listening, Adobe Acrobat, Airtable, Reading Comprehension, Speaking",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, StockOptionLevel, DistanceFromHome"
1802,Research & Development,Laboratory Technician,40,3377,0.0815,LOW,82,3,2,"Database software, Email software, Linux, Microsoft Access, Monitoring",5,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"JobRole_Laboratory Technician, NumCompaniesWorked, JobSatisfaction"
1803,Research & Development,Healthcare Representative,42,5538,0.0739,LOW,81,3,2,"3DGrid HIPAA Checkup, AcuStaf, Adobe Acrobat, Alteer Office, Reading Comprehension, Speaking",6,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"YearsWithCurrManager, TotalSatisfactionScore, NumCompaniesWorked"
1804,Research & Development,Manufacturing Director,35,5762,0.0048,LOW,100,3,3,"Adobe InDesign, Monitoring",2,Recommended: Advanced Certification in Adobe InDesign (Addresses critical gap: Adobe InDesign),"JobRole_Research Scientist, Gender_Female, ExperienceRatio"
1805,Human Resources,Human Resources,38,2592,0.0104,LOW,86,3,3,"Adobe Creative Cloud software, Adobe Human Capital Application Solution Accelerator, Speaking",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"NumCompaniesWorked, EnvironmentSatisfaction, MonthlyIncome"
1807,Research & Development,Laboratory Technician,34,5346,0.72,HIGH,81,3,2,"Laboratory information management system LIMS, Microsoft Access, Monitoring, Science",4,Recommended: Advanced Certification in Laboratory information management system LIMS (Addresses critical gap: Laboratory information management system LIMS),"BusinessTravel_Travel_Frequently, DailyRate, JobRole_Laboratory Technician"
1809,Research & Development,Manufacturing Director,37,4213,0.7922,HIGH,76,3,1,Reading Comprehension,1,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"TotalSatisfactionScore, WorkLifeBalance, DailyRate"
1812,Sales,Sales Executive,39,4127,0.0702,LOW,100,3,3,"Act!, Adobe Creative Cloud software, Monitoring",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"BusinessTravel_Travel_Frequently, DistanceFromHome, JobRole_Research Scientist"
1813,Research & Development,Research Scientist,43,2438,0.1103,LOW,98,3,2,"3D graphics software, Active Learning, Advanced numerical software, Amazon DynamoDB, Critical Thinking, Reading Comprehension",6,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, TotalSatisfactionScore, MonthlyIncome"
1814,Research & Development,Healthcare Representative,41,6870,0.0991,LOW,70,3,1,"3DGrid HIPAA Checkup, Active Listening, Adobe Acrobat, Alteer Office, Critical Thinking",5,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"TotalSatisfactionScore, StockOptionLevel, WorkLifeBalance"
1815,Sales,Sales Executive,41,10447,0.0459,LOW,100,3,4,Adobe ActionScript,1,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, YearsSinceLastPromotion, JobRole_Sales Executive"
1816,Research & Development,Manufacturing Director,30,9667,0.4762,MEDIUM,100,3,3,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, StockOptionLevel, NumCompaniesWorked"
1818,Human Resources,Human Resources,26,2148,0.3106,MEDIUM,100,3,3,"Adobe Dreamweaver, Adobe Human Capital Application Solution Accelerator, Adobe Illustrator, Writing",4,Recommended: Advanced Certification in Adobe Dreamweaver (Addresses critical gap: Adobe Dreamweaver),"OverTime_No, MonthlyIncome, DistanceFromHome"
1821,Research & Development,Healthcare Representative,46,8926,0.7403,HIGH,100,4,4,"AcuStaf, Adobe Acrobat, Monitoring",3,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"YearsSinceLastPromotion, DailyRate, DistanceFromHome"
1822,Research & Development,Healthcare Representative,40,6513,0.0052,LOW,100,3,3,"Active Listening, American Medical Association CodeManager, Critical Thinking, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, JobRole_Research Scientist, BusinessTravel_Non-Travel"
1823,Sales,Sales Executive,34,6799,0.049,LOW,100,4,3,"Active Listening, Monitoring",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"JobRole_Sales Executive, ExperienceRatio, EducationField_Technical Degree"
1824,Sales,Manager,58,16291,0.0743,LOW,100,4,2,"ADP Workforce Now, ActionWare, Adobe Creative Cloud software",3,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"DailyRate, YearsSinceLastPromotion, TrainingTimesLastYear"
1826,Research & Development,Laboratory Technician,35,2705,0.0944,LOW,100,3,4,"Database software, Email software, Laboratory information management system LIMS, Microsoft Access, Monitoring, Writing",6,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"JobInvolvement, DistanceFromHome, JobRole_Laboratory Technician"
1827,Research & Development,Manufacturing Director,47,10333,0.0335,LOW,100,3,3,"Adobe Photoshop, Speaking",2,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"OverTime_No, NumCompaniesWorked, YearsSinceLastPromotion"
1829,Research & Development,Healthcare Representative,40,4448,0.1314,LOW,86,3,3,Allscripts healthcare automation software,1,Recommended: Advanced Certification in Allscripts healthcare automation software (Addresses critical gap: Allscripts healthcare automation software),"TotalSatisfactionScore, DistanceFromHome, YearsSinceLastPromotion"
1830,Research & Development,Research Scientist,54,6854,0.0545,LOW,100,3,2,"Ada, Amazon DynamoDB, Critical Thinking, Mathematics",4,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"DailyRate, NumCompaniesWorked, Age"
1833,Sales,Sales Executive,31,9637,0.1305,LOW,85,3,3,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, TotalSatisfactionScore, EnvironmentSatisfaction"
1834,Research & Development,Research Scientist,28,3591,0.0103,LOW,96,4,3,"Active Listening, Ada, Advanced numerical software, Algorithmic software, Reading Comprehension",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"Age, JobSatisfaction, TotalSatisfactionScore"
1835,Sales,Sales Representative,38,5405,0.0776,LOW,100,4,2,"3M Post-it App, ACT! Premium, Adobe Creative Cloud software, Critical Thinking",4,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"OverTime_No, TotalSatisfactionScore, JobInvolvement"
1836,Sales,Sales Executive,26,4684,0.1697,LOW,100,3,3,"Active Listening, Adobe Creative Cloud software, Apple Keynote, Critical Thinking",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"StockOptionLevel, Age, RelationshipSatisfaction"
1837,Research & Development,Research Director,58,15787,0.0701,LOW,99,3,3,"Adobe Acrobat, ESRI ArcGIS software, Reading Comprehension",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, StockOptionLevel, TotalSatisfactionScore"
1839,Research & Development,Research Scientist,18,1514,0.3035,MEDIUM,96,3,1,"3D graphics software, Advanced numerical software, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking, Mathematics",6,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"MonthlyIncome, YearsWithCurrManager, StockOptionLevel"
1842,Human Resources,Human Resources,31,2956,0.8098,HIGH,96,3,3,"Active Listening, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Critical Thinking, Reading Comprehension",7,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"YearsWithCurrManager, TotalWorkingYears, StockOptionLevel"
1844,Human Resources,Human Resources,29,2335,0.9676,HIGH,73,3,3,"Adobe Acrobat, Adobe Human Capital Application Solution Accelerator, Adobe InDesign, Writing",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
1845,Sales,Sales Executive,45,5154,0.0348,LOW,100,4,4,"Apple Keynote, Critical Thinking, Monitoring",3,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"WorkLifeBalance, DailyRate, NumCompaniesWorked"
1847,Research & Development,Research Scientist,36,6962,0.0135,LOW,100,4,3,"Active Listening, Ada, Advanced numerical software, Amazon Elastic Compute Cloud EC2, Reading Comprehension",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, YearsWithCurrManager, DailyRate"
1849,Sales,Sales Executive,43,5675,0.0452,LOW,100,4,3,"Adobe Acrobat, Critical Thinking",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"BusinessTravel_Travel_Frequently, YearsSinceLastPromotion, EnvironmentSatisfaction"
1850,Research & Development,Laboratory Technician,27,2379,0.1088,LOW,100,3,2,"Monitoring, Reading Comprehension, Science",3,Recommended: Performance Monitoring and KPI Management Masterclass (Addresses critical gap: Monitoring),"OverTime_No, BusinessTravel_Travel_Frequently, Age"
1852,Research & Development,Laboratory Technician,29,3812,0.0606,LOW,100,3,4,"C++, Writing",2,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"YearsSinceLastPromotion, Age, BusinessTravel_Travel_Frequently"
1853,Sales,Sales Executive,32,4648,0.1352,LOW,100,3,4,"Act!, Active Listening, Adobe Acrobat, Adobe ActionScript, Apple Keynote, Reading Comprehension, Speaking",7,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, StockOptionLevel, BusinessTravel_Travel_Frequently"
1854,Research & Development,Research Scientist,42,2936,0.0251,LOW,100,4,2,"Active Listening, Algorithmic software, Amazon DynamoDB, Critical Thinking",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"EducationField_Technical Degree, DailyRate, DistanceFromHome"
1856,Research & Development,Laboratory Technician,47,2105,0.191,LOW,100,3,3,"Database software, Email software, Laboratory information management system LIMS, Linux, Microsoft Access, Writing",6,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"YearsWithCurrManager, MonthlyIncome, StockOptionLevel"
1857,Research & Development,Manufacturing Director,46,8578,0.0863,LOW,100,3,2,"Adobe Photoshop, Apple Final Cut Pro, Monitoring",3,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"YearsSinceLastPromotion, IncomePerYearAtCompany, Age"
1858,Human Resources,Human Resources,28,2706,0.0157,LOW,100,3,3,"Adobe Acrobat, Adobe Creative Cloud software, Adobe Human Capital Application Solution Accelerator, Adobe Illustrator, Critical Thinking",5,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"DailyRate, Age, MonthlyIncome"
1859,Research & Development,Healthcare Representative,29,6384,0.0472,LOW,100,3,3,"AcuStaf, Critical Thinking, Speaking",3,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"NumCompaniesWorked, JobInvolvement, Age"
1860,Research & Development,Laboratory Technician,42,3968,0.033,LOW,100,3,3,"Email software, Microsoft Access, Monitoring, Reading Comprehension, Writing",5,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"YearsWithCurrManager, StockOptionLevel, JobRole_Laboratory Technician"
